,Battery_Cost,Government_Incentives,Energy_Price_Ratio,Manufacturing_Scale,Raw_Material_Prices,Price_Parity_Index
2020-07-31 15:55:58.925593,0.36568407666258246,0.32483570765056163,0.6856247728646413,0.21582063894086095,0.42825081143908306,30.43934747173212
2020-08-31 15:55:58.925593,0.3538962833497687,0.30156136121262717,0.6893454849373736,0.19367665768376627,0.26818052770814044,30.849107776865964
2020-09-30 15:55:58.925593,0.35592170637169174,0.3493335794474075,0.6566404592543954,0.251784699778044,0.2488324565655805,35.86110663530531
2020-10-31 15:55:58.925593,0.3566146532907748,0.4015752216339606,0.6488595639894442,0.20755619908313744,0.4048618948150933,35.84984668548
2020-11-30 15:55:58.925593,0.3545408438095447,0.322190636348579,0.7040367916209784,0.2591947689946495,0.3321945652769596,32.42258736174683
2020-12-31 15:55:58.925593,0.36507500030244255,0.3306660335084732,0.7152634720435653,0.30313114641450467,0.43647504971165174,31.977764577040872
2021-01-31 15:55:58.925593,0.3715317703603331,0.42980809840248824,0.6673312217763188,0.2513757141753523,0.41885553281768756,36.582905672976054
2021-02-28 15:55:58.925593,0.3768277837665676,0.39769377035595055,0.6945127665977776,0.27172489286557167,0.36954489250088035,34.79402265313676
2021-03-31 15:55:58.925593,0.37126303605991856,0.34432289087274387,0.670171114649734,0.296908281539041,0.2865836642530781,35.0493506874498
2021-04-30 15:55:58.925593,0.36577611446447345,0.4033991886199762,0.6348836954974395,0.29671014793462513,0.21429139199588698,40.03818725054201
2021-05-31 15:55:58.925593,0.3495589324251352,0.3615748780712413,0.6599944105381338,0.2876307991752875,0.30490743721843305,37.173424035303626
2021-06-30 15:55:58.925593,0.351494681618143,0.36993385130453804,0.6902088936041485,0.33187973407239174,0.43713456105049026,36.33294002781246
2021-07-31 15:55:58.925593,0.34910935666518217,0.413793028832539,0.6379082696741591,0.3211268070814101,0.37051873107820255,40.709533531673486
2021-08-31 15:55:58.925593,0.3357453991486253,0.3145054792925338,0.6808376147591659,0.3637091367482968,0.21117152127742647,38.08557061484584
2021-09-30 15:55:58.925593,0.29775495453177536,0.3323981761709585,0.5502212061993416,0.34771321023057816,0.31507304711689355,44.711095491242126
2021-10-31 15:55:58.925593,0.40219493693014197,0.399004267605748,0.6483858886905787,0.408964789795266,0.44072667490302564,38.02502499402697
2021-11-30 15:55:58.925593,0.48646009859398404,0.38495166432226186,0.6212554798437553,0.3741654426278515,0.3980743549738707,32.42740459630062
2021-12-31 15:55:58.925593,0.5796455898378856,0.4597801632399332,0.6045891015199223,0.39525368493012375,0.5950181004324384,29.277247485889518
2022-01-31 15:55:58.925593,0.669186753799609,0.40714116910529535,0.6112273995672515,0.42982966638129166,0.675007625644209,21.129209961103697
2022-02-28 15:55:58.925593,0.7143840954357912,0.39040176408577776,0.5437627630704478,0.4008064424848802,0.6000870656527288,19.829892589348056
2022-03-31 15:55:58.925593,0.8191478353591293,0.5427739638698065,0.5917149281106373,0.4418373342853029,0.8549265713939576,17.137231146015086
2022-04-30 15:55:58.925593,0.9194452686914469,0.4666772866705885,0.6039337161284032,0.4752953974585299,0.9755237213282704,6.626680255455854
2022-05-31 15:55:58.925593,1.0,0.48981708820049785,0.6324724145625844,0.42886728446131783,1.0,0.0
2022-06-30 15:55:58.925593,0.2377623244913923,0.42367784492661525,0.5675027409094178,0.47657403310284946,0.3431425296948826,55.350055571568156
2022-07-31 15:55:58.925593,0.22649471158169057,0.47617069428221537,0.5537112936081197,0.4899434185968328,0.08872777478598146,61.656642728232015
2022-08-31 15:55:58.925593,0.22211504484189654,0.5174105362651542,0.5578286446246673,0.5122466269270717,0.12833254085038426,63.917183926502105
2022-09-30 15:55:58.925593,0.21437338754932636,0.4627893041797323,0.5952586737005537,0.4837355620536248,0.26587691427019233,58.51697676664528
2022-10-31 15:55:58.925593,0.20930066680036444,0.5475984602393175,0.5725743976965703,0.49392985078916185,0.2606792618915853,63.865712852851445
2022-11-30 15:55:58.925593,0.20309484679125797,0.5072562010972801,0.5417343125310566,0.5426422211428464,0.25459961542186277,64.93630018254986
2022-12-31 15:55:58.925593,0.2079614623483371,0.531178024374743,0.5679403958747565,0.5500074900748332,0.5932346114138093,61.87146343249415
2023-01-31 15:55:58.925593,0.20600298479296103,0.5241519575241234,0.5503699535990854,0.560942060396748,0.26309203586227775,65.62978258248373
2023-02-28 15:55:58.925593,0.19959431692630017,0.6553257736322265,0.5714322310719189,0.5747255743594311,0.31315088094436005,71.17656075120884
2023-03-31 15:55:58.925593,0.1761507376687528,0.5705115794410693,0.5162265427768997,0.5660605225175827,0.2715509140180731,70.96174015886932
2023-04-30 15:55:58.925593,0.15078741378679597,0.5267754705013575,0.5223735254325754,0.5961704976720336,0.2159265389173758,71.69394356329859
2023-05-31 15:55:58.925593,0.13207272059253128,0.6292628388254984,0.5153553994738319,0.6092512799744483,0.1005457961284967,79.23359098813827
2023-06-30 15:55:58.925593,0.10160862508917039,0.5355679869929743,0.4781284498611212,0.6009672089276082,0.17750554713849714,77.33411398342311
2023-07-31 15:55:58.925593,0.08772546896503414,0.6155279255129497,0.5258327608543101,0.6644341342906916,0.010442947511276945,83.39065289744778
2023-08-31 15:55:58.925593,0.062296179380359064,0.5155758158399095,0.5196960649450577,0.6484597092656934,0.038614318706358175,79.98373403113843
2023-09-30 15:55:58.925593,0.03605017111204032,0.5556245958601632,0.506933064716223,0.6270213876830656,0.0,83.71933069484255
2023-10-31 15:55:58.925593,0.01900867474553174,0.6403515363697274,0.49465730125298285,0.6758429365794562,0.027196088684163996,90.21091516573215
2023-11-30 15:55:58.925593,0.0,0.6759063798472282,0.454149047230013,0.6550826377818942,0.23146585666735087,92.0938508849442
2023-12-31 15:55:58.925593,0.16206953069581526,0.6560260411781426,0.4789060640458528,0.7021823700409506,0.0,83.33111758201647
2024-01-31 15:55:58.925593,0.1648830075622941,0.6501497892704184,0.4761592424702986,0.7214769963259107,0.23350902659974543,81.38068143007845
2024-02-29 15:55:58.925593,0.15175864747069814,0.6493515948815525,0.4572876141267413,0.6937558451583895,0.0,84.24374170361168
2024-03-31 15:55:58.925593,0.14777728642053148,0.598955256413832,0.4714326150906977,0.7413014208899711,0.10058409984158813,82.06581996166527
2024-04-30 15:55:58.925593,0.1448636736875671,0.6453637217836543,0.48330796638240225,0.7421539236234755,0.2537587333843037,82.56155807996238
2024-05-31 15:55:58.925593,0.14961533003890753,0.6667985699265869,0.5226872719515702,0.7622039150642966,0.15604333194845382,83.23929241230093
2024-06-30 15:55:58.925593,0.15736197288950288,0.7511611960567085,0.46625428353749754,0.7955629782971467,0.04958749509657226,90.53906428933121
2024-07-31 15:55:58.925593,0.15544251141863732,0.7239605754953723,0.46365871511151346,0.7645837631036713,0.0839121404926405,88.35377435773006
2024-08-31 15:55:58.925593,0.14386428342187124,0.6271022295199989,0.4486140801541336,0.7662812089162401,0.21182405831533885,84.10191632799919
2024-09-30 15:55:58.925593,0.13183877832228935,0.7399330120290618,0.38819957540543554,0.7754300503905404,0.05880211515057568,93.87136096176918
2024-10-31 15:55:58.925593,0.12521585640812477,0.7129492758096927,0.4398825498382184,0.7887685400634029,0.14686171536632225,90.737952568543
2024-11-30 15:55:58.925593,0.12024268993377817,0.7068318660863969,0.43740012663721384,0.8154071183540907,0.12479987392415955,91.7978240653073
2024-12-31 15:55:58.925593,0.12855375474799327,0.7797363568149247,0.5044057379508298,0.8356365988183667,0.06339371998741156,93.26185637371796
2025-01-31 15:55:58.925593,0.13350451363210772,0.8091770947688652,0.41965289987012566,0.8462117820882952,0.3478989225646403,95.07600439444246
2025-02-28 15:55:58.925593,0.13857832075256696,0.812665700871064,0.42938540332085584,0.8690860378620764,0.20197022298436806,96.51385015300377
2025-03-31 15:55:58.925593,0.1311941739781328,0.7326153950253087,0.41421288419697827,0.864666817498575,0.0,95.60887681489399
2025-04-30 15:55:58.925593,0.12980047617981486,0.7675902286650663,0.3751091503968378,0.9053418679838241,0.1484459076567576,98.48026581720468
2025-05-31 15:55:58.925593,0.13118395090538068,0.8080885952989918,0.43936943019816255,0.8828424565555798,0.06500530442854188,98.03954027248741
2025-06-30 15:55:58.925593,0.14607621326489367,0.848777256356118,0.42255799098060326,0.9544033833317924,0.23131954674451607,100.0
